conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_tweet,sentiment_label
1782643272432705672,Tue Apr 23 05:30:50 +0000 2024,1391,Fuji-sama' final scene being her burying her husband and son at sea and helping Anjin say goodbye to Mariko-sama was a perfect summation of her awesome character. Imma miss her the most. #SHOGUN #ShogunFX https://t.co/FttYjWbEHH,1782643272432705672,https://pbs.twimg.com/ext_tw_video_thumb/1782643176592863232/pu/img/PgWjpNNLSyoDBTim.jpg,,en,Urath,21,11,154,https://twitter.com/KongoZande/status/1782643272432705672,1593555296479330304,KongoZande,Fujisama final scene being her burying her husband and son at sea and helping Anjin say goodbye to Marikosama was a perfect summation of her awesome character Imma miss her the most SHOGUN ShogunFX ,LABEL_1
1782871866148892869,Tue Apr 23 20:39:11 +0000 2024,2101, shogun will probably not be having a second season because the book never continued beyond the first one and season 1 ends exactly where the book ended covering everything there is to adapt https://t.co/JZ3NHLvmrx,1782871866148892869,https://pbs.twimg.com/ext_tw_video_thumb/1782871855021383680/pu/img/52D0nwXVTNDZB7PJ.jpg,,en,pandora ,64,26,279,https://twitter.com/amarmos_alter/status/1782871866148892869,1581426470303551488,amarmos_alter, shogun will probably not be having a second season because the book never continued beyond the first one and season 1 ends exactly where the book ended covering everything there is to adapt ,LABEL_1
1784328498049401271,Sat Apr 27 21:07:19 +0000 2024,11,can we all agree that fuji-sama is one of the best female characters ever written #Shogun https://t.co/K7IUKVf2hp,1784328498049401271,https://pbs.twimg.com/media/GMM1T4AWkAA_Aft.jpg,,en,she/her| 21+ 🏳️‍🌈,0,0,3,https://twitter.com/bloodyastarion/status/1784328498049401271,1536757980506513409,bloodyastarion,can we all agree that fujisama is one of the best female characters ever written Shogun ,LABEL_1
1784736466871939340,Mon Apr 29 00:08:27 +0000 2024,2,Most beautiful woman in the world #shogun https://t.co/r7L86qH969,1784736466871939340,https://pbs.twimg.com/media/GMSoW5bW0AAnTLr.jpg,,en,Bosnia and Herzegovina,0,0,0,https://twitter.com/adonis_madara/status/1784736466871939340,937408573021270019,adonis_madara,Most beautiful woman in the world shogun ,LABEL_1
1783206921950146856,Wed Apr 24 18:50:35 +0000 2024,15777,Shogun is a damn near perfect show beginning to end. I ain t mad at nobody or nothing. I m just hurt it s over ,1783206921950146856,,,en,Texas ,188,133,1920,https://twitter.com/SupremeDreams_1/status/1783206921950146856,305967569,SupremeDreams_1,Shogun is a damn near perfect show beginning to end I ain t mad at nobody or nothing I m just hurt it s over ,LABEL_1
1782861126386008323,Tue Apr 23 19:56:31 +0000 2024,1133,Blackthorne realizing how much Lady Mariko truly loved him by asking the church to spare his life is all of us realizing this really is the #Shōgun series finale @shogunfx #ShogunFX https://t.co/ApBkmixaes,1782861126386008323,https://pbs.twimg.com/tweet_video_thumb/GL3-uoHXUAAqB3p.jpg,,en,"Chicago, IL (West  Suburbs)",12,6,69,https://twitter.com/LilNello/status/1782861126386008323,16278604,LilNello,Blackthorne realizing how much Lady Mariko truly loved him by asking the church to spare his life is all of us realizing this really is the Shōgun series finale shogunfx ShogunFX ,LABEL_1
1782104032372285743,Sun Apr 21 17:48:05 +0000 2024,1008,Hiroyuki Sanada through the years #Shogun https://t.co/WjOfDaRxC5,1782104032372285743,https://pbs.twimg.com/ext_tw_video_thumb/1782103974180429824/pu/img/sQ9SXDag300fqAMK.jpg,,en,,60,22,200,https://twitter.com/djuventuss/status/1782104032372285743,911186984,djuventuss,Hiroyuki Sanada through the years Shogun ,LABEL_1
1782480906000679019,Mon Apr 22 18:45:39 +0000 2024,417,Me after every episode of Shogun https://t.co/cARYmeK7p9,1782480906000679019,https://pbs.twimg.com/amplify_video_thumb/1782480849402814464/img/XL0T2pd5HybFVxgu.jpg,,en,The Jupiter District,9,7,95,https://twitter.com/TheJobfather__/status/1782480906000679019,1031293757759610880,TheJobfather__,Me after every episode of Shogun ,LABEL_1
1782698995414098062,Tue Apr 23 09:12:16 +0000 2024,77,shogun finished https://t.co/DCpG65fpBq,1782698995414098062,https://pbs.twimg.com/tweet_video_thumb/GL1rRgBa8AApMKc.jpg,,en,she/her 20,4,2,19,https://twitter.com/eaterofdinner/status/1782698995414098062,1719357218179428352,eaterofdinner,shogun finished ,LABEL_1
1781699005548007599,Sat Apr 20 14:58:39 +0000 2024,175,#SHOGUN Crimson Sky https://t.co/DvJHrtbocl,1781699005548007599,https://pbs.twimg.com/media/GLndzGSbQAEQ_UD.jpg,,en,,0,2,45,https://twitter.com/oi4iwa4da4/status/1781699005548007599,1382648427356454918,oi4iwa4da4,SHOGUN Crimson Sky ,LABEL_1
1782646343212888101,Tue Apr 23 05:43:02 +0000 2024,1672,shogun is hands down one of the best shows ever put on television. #ShogunFX https://t.co/Pxkl6ZhZMF,1782646343212888101,https://pbs.twimg.com/media/GL07ZAjXoAARafp.jpg,,en,,28,12,251,https://twitter.com/realitysuckksx/status/1782646343212888101,1264574419747340288,realitysuckksx,shogun is hands down one of the best shows ever put on television ShogunFX ,LABEL_1
1783284951166943654,Thu Apr 25 00:00:38 +0000 2024,22111,ARCHONS ~~ #GenshinImpact #Venti #Zhongli #Raiden_Shogun_Ei #Nahida #Furina https://t.co/hPYcN6n5rJ,1783284951166943654,https://pbs.twimg.com/media/GL-ANhdawAAo4fd.jpg,,en,🇵🇭,129,22,3008,https://twitter.com/Archon7gnosis/status/1783284951166943654,1548078965818269696,Archon7gnosis,ARCHONS  GenshinImpact Venti Zhongli Raiden_Shogun_Ei Nahida Furina ,LABEL_1
1782752758493479159,Tue Apr 23 12:45:54 +0000 2024,2235,Blackthorne giving up his future of ever going back to England to stay in Japan. Fuji-san finding a new meaning in life and letting go of her guilt. Toranaga staring at the limitless possibilities of the future now that he's won. What an ending #ShogunFX #SHOGUN #SHOGUN将軍 https://t.co/BExKnD4WgP,1782752758493479159,https://pbs.twimg.com/media/GL2Xk41acAA7v2s.jpg,,en,a euthanasia clinic.,10,15,211,https://twitter.com/ANominalJune/status/1782752758493479159,1827970242,ANominalJune,Blackthorne giving up his future of ever going back to England to stay in Japan Fujisan finding a new meaning in life and letting go of her guilt Toranaga staring at the limitless possibilities of the future now that hes won What an ending ShogunFX SHOGUN SHOGUN将軍 ,LABEL_1
1782736283732754622,Tue Apr 23 11:40:26 +0000 2024,85,pure perfection #Shogun https://t.co/nSsD8qpRKM,1782736283732754622,https://pbs.twimg.com/media/GL2NMnnXAAANcEd.jpg,,en,she/her| 21+ 🏳️‍🌈,1,0,19,https://twitter.com/bloodyastarion/status/1782736283732754622,1536757980506513409,bloodyastarion,pure perfection Shogun ,LABEL_1
1782885591396327517,Tue Apr 23 21:33:44 +0000 2024,921, i sent a woman to do something an army couldn t. powerful #SHOGUN #ShogunFX https://t.co/VZPF1G9bSc,1782885591396327517,https://pbs.twimg.com/tweet_video_thumb/GL4U_m1XgAAaNop.jpg,,en,Stop By! S(t)ay Hi(gh)😚💨,6,4,128,https://twitter.com/_iparker_/status/1782885591396327517,1158462029851762689,_iparker_, i sent a woman to do something an army couldn t powerful SHOGUN ShogunFX ,LABEL_1
1781394349198020887,Fri Apr 19 18:48:04 +0000 2024,24828, Just watch Shōgun bro it has a great plot. The plot: https://t.co/tJKPKwOGpz,1781394349198020887,https://pbs.twimg.com/media/GLjIVjVWkAAG7hl.jpg,,en,Short,352,244,1736,https://twitter.com/sherlock_hodles/status/1781394349198020887,953465278561734656,sherlock_hodles, Just watch Shōgun bro it has a great plot The plot ,LABEL_1
1782652702692192296,Tue Apr 23 06:08:19 +0000 2024,1895, How does it feel to shape the wind to your will? I don t control the wind. I only study it. Lord Yoshi Toranaga in #Shogun Perfect. https://t.co/cT1cRUl4WB,1782652702692192296,https://pbs.twimg.com/media/GL1BLmuagAAx9Ey.jpg,,en,"Vancouver, British Columbia",22,8,299,https://twitter.com/BrentToderian/status/1782652702692192296,480196886,BrentToderian, How does it feel to shape the wind to your will I don t control the wind I only study it Lord Yoshi Toranaga in Shogun Perfect ,LABEL_1
1783455923580629128,Thu Apr 25 11:20:01 +0000 2024,70,Me when there's no more Shogun episodes https://t.co/l1GoW90mAE,1783455923580629128,https://pbs.twimg.com/media/GMAbtKkXQAEq_j1.jpg,,en,gotham mafia,0,0,11,https://twitter.com/DesertedScope/status/1783455923580629128,1564244048122200064,DesertedScope,Me when theres no more Shogun episodes ,LABEL_1
1782798383238770989,Tue Apr 23 15:47:12 +0000 2024,1958,me after that #Shogun finale https://t.co/wllG6zwxDD,1782798383238770989,https://pbs.twimg.com/ext_tw_video_thumb/1779998167112503296/pu/img/2JH6Ur_Oj9QqYLtt.jpg,,en,Tokyo Love Hotel,26,16,442,https://twitter.com/justInwuah/status/1782798383238770989,1294135738175557632,justInwuah,me after that Shogun finale ,LABEL_1
1783227064335892974,Wed Apr 24 20:10:37 +0000 2024,2991,20th Century Fox variants https://t.co/JYXnhiJAeU,1783227064335892974,https://pbs.twimg.com/ext_tw_video_thumb/1783226681177858048/pu/img/MUmXv_-hYDUNy24G.jpg,,en,Seattle,3,6,531,https://twitter.com/xSHOGUNDo/status/1783227064335892974,551337221,xSHOGUNDo,20th Century Fox variants ,LABEL_1
1782661469240521122,Tue Apr 23 06:43:09 +0000 2024,841,I think These 2 clips show how much growth John Blackthorne had in Shogun. He finally gave up his sword and guns to Omi! #Shogun https://t.co/YujhNuydGR,1782661469240521122,https://pbs.twimg.com/ext_tw_video_thumb/1782660912006258688/pu/img/LQqH11ZkfLxDBXOt.jpg,,en,"Idaho, USA",6,6,66,https://twitter.com/joshbecker659/status/1782661469240521122,3760387453,joshbecker659,I think These 2 clips show how much growth John Blackthorne had in Shogun He finally gave up his sword and guns to Omi Shogun ,LABEL_1
1782909069587628304,Tue Apr 23 23:07:01 +0000 2024,195,Anna Sawai you will always be famous. #Shogun https://t.co/JHE7PWA5Yw,1782909069587628304,https://pbs.twimg.com/tweet_video_thumb/GL3gweEWwAA1olN.jpg,,en,nash,3,1,13,https://twitter.com/that_beldame/status/1782909069587628304,1849987633,that_beldame,Anna Sawai you will always be famous Shogun ,LABEL_1
1782860142083731563,Tue Apr 23 19:52:36 +0000 2024,245,shoutout to Shogun's subtitlers for capturing Blackthorne's incomplete Japanese by making him sound like a person steadily learning a language instead of a caveman,1782860142083731563,,,en,"San Francisco, CA",0,2,16,https://twitter.com/NateMing/status/1782860142083731563,373561824,NateMing,shoutout to Shoguns subtitlers for capturing Blackthornes incomplete Japanese by making him sound like a person steadily learning a language instead of a caveman,LABEL_1
1782783211266875442,Tue Apr 23 14:46:54 +0000 2024,1624,Shogun Tuesday you will be missed https://t.co/0LGo6cxiVy,1782783211266875442,https://pbs.twimg.com/ext_tw_video_thumb/1780445492570206208/pu/img/aHUCvYH_NzhSjaqV.jpg,,en,,39,17,229,https://twitter.com/EisakuOtomo/status/1782783211266875442,1298718749281853442,EisakuOtomo,Shogun Tuesday you will be missed ,LABEL_1
1782705362908418462,Tue Apr 23 09:37:34 +0000 2024,26,I don't know how to get over this show #Shogun https://t.co/PiZJagtrzn,1782705362908418462,https://pbs.twimg.com/tweet_video_thumb/GL1xDVzWwAAE38h.jpg,,en,Bed,0,0,2,https://twitter.com/Archillly/status/1782705362908418462,1618088042744680451,Archillly,I dont know how to get over this show Shogun ,LABEL_1
1782997761740181567,Wed Apr 24 04:59:27 +0000 2024,24,#Shogun Toranaga granting Yabushige his wish and letting him know with a smile: https://t.co/BPBEW8aKPR,1782997761740181567,https://pbs.twimg.com/media/GL57A6-WoAAJrlM.jpg,,en,The Moon,2,0,1,https://twitter.com/40_40vision/status/1782997761740181567,977406085467385856,40_40vision,Shogun Toranaga granting Yabushige his wish and letting him know with a smile ,LABEL_1
1783261522703094234,Wed Apr 24 22:27:33 +0000 2024,955,Yes Shogun had a script and stuff https://t.co/0VeOeO7eyW,1783261522703094234,https://pbs.twimg.com/media/GL9q5rUWkAAf3EH.jpg,,en,Brazil,10,15,33,https://twitter.com/zugmanfabio/status/1783261522703094234,1439587610989666313,zugmanfabio,Yes Shogun had a script and stuff ,LABEL_1
1783091216214540395,Wed Apr 24 11:10:48 +0000 2024,1193, The shogun finale didn t have any action!! Where is the pay off?! I need to SEE what happens Googoo Gaga ass motherfuckers https://t.co/KBbhkSNdI0,1783091216214540395,https://pbs.twimg.com/ext_tw_video_thumb/1783091187731030016/pu/img/kg2s6S5YhCs2Vzik.jpg,,en,Ohio ,12,11,146,https://twitter.com/MyNameIsRickyM/status/1783091216214540395,275573209,MyNameIsRickyM, The shogun finale didn t have any action Where is the pay off I need to SEE what happens Googoo Gaga ass motherfuckers ,LABEL_1
1783877811159048602,Fri Apr 26 15:16:27 +0000 2024,39,One thing I loved most about Shogun was the dialogue they d casually cook: Flowers are only flowers because they fall. But thankfully the wind. https://t.co/PKLe4zHCW3,1783877811159048602,https://pbs.twimg.com/amplify_video_thumb/1755278666689380352/img/IaXDf5HeWTRpsHpX.jpg,,en,ends,0,0,6,https://twitter.com/supportsteven/status/1783877811159048602,414291063,supportsteven,One thing I loved most about Shogun was the dialogue they d casually cook Flowers are only flowers because they fall But thankfully the wind ,LABEL_1
1782687179354915256,Tue Apr 23 08:25:18 +0000 2024,327,This scene in the Shogun finale was very emotional to John #ShogunFX #Shogun https://t.co/TK7VRdgnjz,1782687179354915256,https://pbs.twimg.com/ext_tw_video_thumb/1782687138506518528/pu/img/-jWap4Ihn42c_YBU.jpg,,en,The Universe,3,4,28,https://twitter.com/thedemola_/status/1782687179354915256,1290711950679314432,thedemola_,This scene in the Shogun finale was very emotional to John ShogunFX Shogun ,LABEL_1
1784742799855747268,Mon Apr 29 00:33:37 +0000 2024,0,She said she'd rather live a thousand years in shame and dishonor than to join his samurai husband/ captor in the afterlife ‍‍‍..i would've cried too . Giving this scene a 10/10 #Shogun https://t.co/8CtBduGfJj,1784742799855747268,https://pbs.twimg.com/media/GMSuHgdXUAAn_Wh.jpg,,en,Lesotho,0,0,0,https://twitter.com/Khotso002/status/1784742799855747268,700542333310398464,Khotso002,She said shed rather live a thousand years in shame and dishonor than to join his samurai husband captor in the afterlife i wouldve cried too  Giving this scene a 1010 Shogun ,LABEL_1
1782656008000573720,Tue Apr 23 06:21:27 +0000 2024,2043,blackthorne looking over mariko missing from the shot the no translator comment this scene almost broke me like the silence was so loud #SHOGUN #ShogunFX https://t.co/UY1lGvFmlk,1782656008000573720,https://pbs.twimg.com/ext_tw_video_thumb/1782655558337646592/pu/img/7L3MAIH-Ox4oB12_.jpg,,en,he,38,13,273,https://twitter.com/elizbcth/status/1782656008000573720,982045016318201857,elizbcth,blackthorne looking over mariko missing from the shot the no translator comment this scene almost broke me like the silence was so loud SHOGUN ShogunFX ,LABEL_1
1782953746101657773,Wed Apr 24 02:04:33 +0000 2024,1618,if i send you this pic im going through hell to get a simple point across #shogun #ShogunFX https://t.co/yEKhRsKhm1,1782953746101657773,https://pbs.twimg.com/media/GL5S3MwWgAAjswM.jpg,,en,chi✈️bk. ,7,7,206,https://twitter.com/becca_oneal/status/1782953746101657773,16702140,becca_oneal,if i send you this pic im going through hell to get a simple point across shogun ShogunFX ,LABEL_1
1781512097131631015,Sat Apr 20 02:35:57 +0000 2024,137,I started watching Shogun https://t.co/bfPqgwMJn0,1781512097131631015,https://pbs.twimg.com/media/GLkzz0VWgAA28q7.jpg,,en,"New York, NY",0,3,7,https://twitter.com/ericchristian_/status/1781512097131631015,102883695,ericchristian_,I started watching Shogun ,LABEL_1
1782640503303094729,Tue Apr 23 05:19:50 +0000 2024,874,Heir: What does it mean on a leafless branch ? Ochiba: It was written by my friend. [ ] So we must finish the poem [ ] How about 𝙁𝙡𝙤𝙬𝙚𝙧𝙨 𝙖𝙧𝙚 𝙤𝙣𝙡𝙮 𝙛𝙡𝙤𝙬𝙚𝙧𝙨 𝙗𝙚𝙘𝙖𝙪𝙨𝙚 𝙩𝙝𝙚𝙮 𝙛𝙖𝙡𝙡. 𝘽𝙪𝙩 𝙩𝙝𝙖𝙣𝙠𝙛𝙪𝙡𝙡𝙮 𝙩𝙝𝙚 𝙬𝙞𝙣𝙙. #Shogun https://t.co/vWCxV58vNm,1782640503303094729,https://pbs.twimg.com/ext_tw_video_thumb/1782640491307393024/pu/img/Q790as1jEIgD_fbk.jpg,,en,City of Angels,11,8,150,https://twitter.com/djcaliphoria/status/1782640503303094729,42002841,djcaliphoria,Heir What does it mean on a leafless branch  Ochiba It was written by my friend   So we must finish the poem   How about 𝙁𝙡𝙤𝙬𝙚𝙧𝙨 𝙖𝙧𝙚 𝙤𝙣𝙡𝙮 𝙛𝙡𝙤𝙬𝙚𝙧𝙨 𝙗𝙚𝙘𝙖𝙪𝙨𝙚 𝙩𝙝𝙚𝙮 𝙛𝙖𝙡𝙡 𝘽𝙪𝙩 𝙩𝙝𝙖𝙣𝙠𝙛𝙪𝙡𝙡𝙮 𝙩𝙝𝙚 𝙬𝙞𝙣𝙙 Shogun ,LABEL_1
1782662346152063418,Tue Apr 23 06:46:38 +0000 2024,2249,This scene in the Shogun finale is where I broke down and felt John's pain because he didn't want Fuji to leave. He lost all the people that he grew to care and love for. #ShogunFX #Shogun https://t.co/p6vOSwuDIj,1782662346152063418,https://pbs.twimg.com/ext_tw_video_thumb/1782661798782713856/pu/img/QWut3S55ZlNV7Eur.jpg,,en,"Idaho, USA",20,14,179,https://twitter.com/joshbecker659/status/1782662346152063418,3760387453,joshbecker659,This scene in the Shogun finale is where I broke down and felt Johns pain because he didnt want Fuji to leave He lost all the people that he grew to care and love for ShogunFX Shogun ,LABEL_1
1782711729757225245,Tue Apr 23 10:02:52 +0000 2024,261,dem wan use talk finish me for this shogun man. this is not a japanese show it s a yappanese one https://t.co/yHvyvnprBz,1782711729757225245,https://pbs.twimg.com/tweet_video_thumb/GL123H2W0AEIUnP.jpg,,en,"Madeira, Manchester, Madrid ",56,24,64,https://twitter.com/tomiwebstr/status/1782711729757225245,742732476582350848,tomiwebstr,dem wan use talk finish me for this shogun man this is not a japanese show it s a yappanese one ,LABEL_1
1782828158137303454,Tue Apr 23 17:45:30 +0000 2024,287,A poignant and somber finale to a truly spectacular 10 episodes of television. Genuinely been a wonderful experience to watch this show there's not been many like it. #Shogun https://t.co/afM264yzuo,1782828158137303454,https://pbs.twimg.com/tweet_video_thumb/GL3gweEWwAA1olN.jpg,,en,"Newcastle Upon Tyne, England",0,4,27,https://twitter.com/Danburden1138/status/1782828158137303454,60855911,Danburden1138,A poignant and somber finale to a truly spectacular 10 episodes of television Genuinely been a wonderful experience to watch this show theres not been many like it Shogun ,LABEL_1
1783065694046695618,Wed Apr 24 09:29:23 +0000 2024,36,Yabushige s Jisei was the best. Brilliant performance by Tadanobu Asano. For a character I started out despising at the end you just feel bad for him. Such a baller of an actor. #Shogun https://t.co/hRXD1im5fg,1783065694046695618,https://pbs.twimg.com/media/GL64vt2WcAADSTp.jpg,,en,,0,6,3,https://twitter.com/cqc_coffee_guns/status/1783065694046695618,1287075667599863810,cqc_coffee_guns,Yabushige s Jisei was the best Brilliant performance by Tadanobu Asano For a character I started out despising at the end you just feel bad for him Such a baller of an actor Shogun ,LABEL_1
1782774942666535325,Tue Apr 23 14:14:03 +0000 2024,5599,This is how you make a finale. No-frills. No epic battles. Just poetic poignant and powerful moments between characters that bring closure to the whole story. Hands down the best show of 2024! #Shogun #ShogunFX https://t.co/yVF4nESB7J,1782774942666535325,https://pbs.twimg.com/ext_tw_video_thumb/1782774908659105792/pu/img/ZyWh6Zh-SMtLAybV.jpg,,en,,124,68,967,https://twitter.com/christianfreo/status/1782774942666535325,149811385,christianfreo,This is how you make a finale Nofrills No epic battles Just poetic poignant and powerful moments between characters that bring closure to the whole story Hands down the best show of 2024 Shogun ShogunFX ,LABEL_1
1782706401581597020,Tue Apr 23 09:41:41 +0000 2024,793,Toranaga: If I could use words like scattering flowers and falling leaves what a bonfire my poems will make. Lady Kiri no Kata: Those words are too beautiful to belong to you. Toranaga: They belong to Mariko-sama. Only her words remain with us now. #Shogun #ShogunFX https://t.co/7V7dWO1aUE,1782706401581597020,https://pbs.twimg.com/tweet_video_thumb/GL1yBEpWsAAk_G3.jpg,,en,Somewhere only we know,9,6,114,https://twitter.com/o1za_/status/1782706401581597020,365674289,o1za_,Toranaga If I could use words like scattering flowers and falling leaves what a bonfire my poems will make Lady Kiri no Kata Those words are too beautiful to belong to you Toranaga They belong to Marikosama Only her words remain with us now Shogun ShogunFX ,LABEL_1
1783198417683984480,Wed Apr 24 18:16:47 +0000 2024,1002,Family moment #Regretevator #regretevatorfanart https://t.co/efoOjfx5cX,1783198417683984480,https://pbs.twimg.com/media/GL8xgOAX0AEYho0.jpg,,en,Chile,1,1,169,https://twitter.com/Shogun_daisu/status/1783198417683984480,1004552531387838465,Shogun_daisu,Family moment Regretevator regretevatorfanart ,LABEL_1
1782651644637036661,Tue Apr 23 06:04:06 +0000 2024,1703,Shogun nation it's been a pleasure https://t.co/M18lgh9JAs,1782651644637036661,https://pbs.twimg.com/ext_tw_video_thumb/1782649292915634176/pu/img/OnX4-7G6LyUq2qVo.jpg,,en,,17,12,241,https://twitter.com/giveittoikwho/status/1782651644637036661,1167796014721323008,giveittoikwho,Shogun nation its been a pleasure ,LABEL_1
1782739569269416370,Tue Apr 23 11:53:29 +0000 2024,250,Mariko is one of the most badass characters of all time! #ShogunFX #Shogun https://t.co/hgwQ35eQHd,1782739569269416370,https://pbs.twimg.com/amplify_video_thumb/1782739439808065537/img/FzNlyLnmWjgmvPWp.jpg,,en,Bingetown,1,1,32,https://twitter.com/bingetowntvpod/status/1782739569269416370,1202046322326614017,bingetowntvpod,Mariko is one of the most badass characters of all time ShogunFX Shogun ,LABEL_1
1782859732761432414,Tue Apr 23 19:50:58 +0000 2024,2956,Rip Yabushige you would've loved ranking and recording your own death in your book #ShogunFX #Shogun https://t.co/5i4R9RY9Iw,1782859732761432414,https://pbs.twimg.com/media/GL39erLX0AAl-aW.jpg,,en,The Bear set 24 he him,13,23,328,https://twitter.com/clonehumor/status/1782859732761432414,1407828419157573632,clonehumor,Rip Yabushige you wouldve loved ranking and recording your own death in your book ShogunFX Shogun ,LABEL_1
1784672626708754509,Sun Apr 28 19:54:46 +0000 2024,5,My father after watching 4 episodes of Shogun: https://t.co/Tddmrb4HV5,1784672626708754509,https://pbs.twimg.com/ext_tw_video_thumb/1784672415936593920/pu/img/310yLd762HX7VIEj.jpg,,en,"Karachi, Pakistan",0,2,0,https://twitter.com/someduudee/status/1784672626708754509,1019241352377372675,someduudee,My father after watching 4 episodes of Shogun ,LABEL_1
